age,sex,race,educd,stateicp,classwkrd,wkswork1,inctot,treatment
33,female,white,bachelor's degree,new york,"wage/salary, private",52,35000,1
33,male,black/african american/negro,grade 11,new york,"wage/salary, private",52,31200,0
52,female,white,master's degree,new york,"self-employed, not incorporated",52,15000,1
18,male,white,"some college, but less than 1 year",new york,wage/salary at non-profit,6,1000,0
65,female,white,"associate's degree, type not specified",new york,"wage/salary, private",50,18000,1
78,male,white,bachelor's degree,new york,state govt employee,12,70000,0
47,male,white,regular high school diploma,new york,"wage/salary, private",52,42100,0
22,male,white,grade 11,new york,wage/salary at non-profit,6,100,0
53,female,white,bachelor's degree,new york,wage/salary at non-profit,44,102000,1
53,male,white,bachelor's degree,new york,"self-employed, incorporated",52,300030,0
25,female,white,bachelor's degree,new york,"wage/salary, private",52,60000,1
35,male,white,bachelor's degree,new york,"wage/salary, private",52,113000,0
22,female,white,bachelor's degree,new york,"wage/salary, private",52,20000,1
26,female,white,bachelor's degree,new york,"wage/salary, private",52,80000,1
38,female,white,master's degree,new york,local govt employee,52,91000,1
59,male,white,master's degree,new york,"wage/salary, private",52,285840,0
70,female,chinese,"12th grade, no diploma",new york,"wage/salary, private",12,15000,1
63,female,chinese,grade 6,new york,"wage/salary, private",52,29500,1
49,male,white,bachelor's degree,new york,"wage/salary, private",52,665000,0
35,male,white,professional degree beyond a bachelor's degree,new york,"wage/salary, private",52,276000,0
30,male,white,"associate's degree, type not specified",new york,"wage/salary, private",52,32900,0
60,male,"other race, nec",grade 6,new york,"wage/salary, private",52,45000,0
32,male,"other race, nec",regular high school diploma,new york,"wage/salary, private",52,48000,0
30,male,"other race, nec",regular high school diploma,new york,"wage/salary, private",52,48000,0
36,male,"other race, nec",regular high school diploma,new york,"wage/salary, private",52,30000,0
31,female,white,regular high school diploma,new york,"wage/salary, private",52,17000,1
18,female,white,regular high school diploma,new york,"wage/salary, private",16,5000,1
56,male,white,regular high school diploma,new york,"wage/salary, private",52,76600,0
70,female,white,"1 or more years of college credit, no degree",new york,wage/salary at non-profit,25,45100,1
66,female,white,regular high school diploma,new york,"wage/salary, private",52,99000,1
33,male,white,regular high school diploma,new york,local govt employee,52,76000,0
51,male,other asian or pacific islander,master's degree,new york,"wage/salary, private",52,200100,0
32,female,black/african american/negro,bachelor's degree,new york,"wage/salary, private",52,90000,1
33,male,black/african american/negro,regular high school diploma,new york,federal govt employee,52,45000,0
37,male,white,bachelor's degree,new york,"wage/salary, private",35,36300,0
77,male,white,regular high school diploma,new york,"wage/salary, private",52,66000,0
62,female,white,master's degree,new york,"wage/salary, private",52,73000,1
27,male,white,bachelor's degree,new york,"wage/salary, private",52,169000,0
38,male,white,"some college, but less than 1 year",new york,"wage/salary, private",50,162000,0
65,female,white,regular high school diploma,new york,"wage/salary, private",52,69500,1
67,male,white,"associate's degree, type not specified",new york,"wage/salary, private",52,36600,0
26,male,white,regular high school diploma,new york,"wage/salary, private",52,20000,0
23,male,white,regular high school diploma,new york,local govt employee,52,45000,0
19,male,white,regular high school diploma,new york,"wage/salary, private",52,40000,0
35,female,white,bachelor's degree,new york,"wage/salary, private",52,60000,1
47,male,white,bachelor's degree,new york,"wage/salary, private",52,85000,0
46,female,white,regular high school diploma,new york,"wage/salary, private",52,20000,1
45,male,white,bachelor's degree,new york,"wage/salary, private",52,398700,0
43,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",13,7200,1
50,female,black/african american/negro,"1 or more years of college credit, no degree",new york,wage/salary at non-profit,52,22200,1
30,male,black/african american/negro,"some college, but less than 1 year",new york,wage/salary at non-profit,52,9800,0
59,female,black/african american/negro,bachelor's degree,new york,wage/salary at non-profit,52,60000,1
57,male,black/african american/negro,"12th grade, no diploma",new york,wage/salary at non-profit,52,16000,0
75,female,white,"1 or more years of college credit, no degree",new york,state govt employee,52,39600,1
59,female,black/african american/negro,master's degree,new york,wage/salary at non-profit,52,80000,1
57,male,black/african american/negro,grade 5,new york,"wage/salary, private",52,20000,0
55,male,black/african american/negro,grade 7,new york,"wage/salary, private",52,20000,0
62,male,white,bachelor's degree,new york,"wage/salary, private",52,180100,0
63,female,white,bachelor's degree,new york,"wage/salary, private",52,155100,1
59,male,white,grade 9,new york,"self-employed, incorporated",52,30000,0
58,female,white,bachelor's degree,new york,"wage/salary, private",30,12000,1
22,male,white,bachelor's degree,new york,"wage/salary, private",52,12000,0
60,female,white,bachelor's degree,new york,"wage/salary, private",25,30000,1
60,male,white,professional degree beyond a bachelor's degree,new york,"wage/salary, private",52,665000,0
54,female,white,"some college, but less than 1 year",new york,wage/salary at non-profit,52,32000,1
36,female,other asian or pacific islander,master's degree,new york,local govt employee,52,82000,1
35,male,other asian or pacific islander,"associate's degree, type not specified",new york,"wage/salary, private",20,23000,0
31,female,white,"some college, but less than 1 year",new york,wage/salary at non-profit,52,51000,1
25,male,white,regular high school diploma,new york,"wage/salary, private",52,38000,0
44,male,white,master's degree,new york,"wage/salary, private",52,150000,0
38,female,white,"associate's degree, type not specified",new york,"wage/salary, private",52,35000,1
16,male,white,grade 11,new york,"wage/salary, private",52,10000,0
36,male,white,master's degree,new york,"wage/salary, private",52,93000,0
32,female,white,doctoral degree,new york,wage/salary at non-profit,52,93000,1
74,male,white,bachelor's degree,new york,"self-employed, not incorporated",52,263000,0
55,female,white,doctoral degree,new york,local govt employee,36,140000,1
36,male,white,master's degree,new york,"wage/salary, private",49,153000,0
61,male,white,master's degree,new york,state govt employee,52,106000,0
81,male,white,"associate's degree, type not specified",new york,local govt employee,52,62700,0
32,female,white,bachelor's degree,new york,"wage/salary, private",52,77000,1
31,male,white,master's degree,new york,state govt employee,52,49000,0
35,male,"other race, nec",ged or alternative credential,new york,"wage/salary, private",52,26000,0
62,female,"other race, nec",regular high school diploma,new york,"self-employed, not incorporated",52,34300,1
19,female,"other race, nec",grade 8,new york,"self-employed, not incorporated",52,310,1
29,female,white,"some college, but less than 1 year",new york,"wage/salary, private",20,5800,1
51,female,white,regular high school diploma,new york,"wage/salary, private",52,12500,1
67,male,white,bachelor's degree,new york,"wage/salary, private",15,29000,0
46,male,white,regular high school diploma,new york,"wage/salary, private",52,80000,0
57,female,white,master's degree,new york,"self-employed, not incorporated",46,50000,1
59,male,white,"associate's degree, type not specified",new york,"wage/salary, private",52,84000,0
66,male,white,master's degree,new york,"wage/salary, private",52,100000,0
68,male,other asian or pacific islander,no schooling completed,new york,"self-employed, not incorporated",1,770,0
28,male,other asian or pacific islander,no schooling completed,new york,"self-employed, not incorporated",52,38000,0
27,female,other asian or pacific islander,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,19000,1
59,female,white,regular high school diploma,new york,local govt employee,25,29100,1
53,male,white,"some college, but less than 1 year",new york,"wage/salary, private",52,75000,0
27,female,white,master's degree,new york,"wage/salary, private",52,120000,1
23,female,white,bachelor's degree,new york,wage/salary at non-profit,52,18400,1
16,male,white,grade 10,new york,"wage/salary, private",12,500,0
56,female,white,regular high school diploma,new york,wage/salary at non-profit,52,18220,1
34,female,white,bachelor's degree,new york,wage/salary at non-profit,52,19700,1
71,male,white,"associate's degree, type not specified",new york,"self-employed, incorporated",52,86200,0
32,male,white,regular high school diploma,new york,"wage/salary, private",52,120000,0
30,male,white,bachelor's degree,new york,"wage/salary, private",52,67100,0
29,female,white,bachelor's degree,new york,"wage/salary, private",52,70700,1
50,male,white,"12th grade, no diploma",new york,"wage/salary, private",52,12000,0
18,male,white,regular high school diploma,new york,wage/salary at non-profit,8,3000,0
78,female,white,doctoral degree,new york,"wage/salary, private",52,224000,1
23,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,25000,1
23,female,"other race, nec",bachelor's degree,new york,"wage/salary, private",52,32200,1
64,male,other asian or pacific islander,master's degree,new york,"self-employed, not incorporated",30,39700,0
61,female,other asian or pacific islander,grade 10,new york,"wage/salary, private",40,23000,1
26,female,white,regular high school diploma,new york,"wage/salary, private",52,20000,1
38,male,"other race, nec",regular high school diploma,new york,"wage/salary, private",52,83000,0
68,male,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,28000,0
71,female,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,59000,1
43,female,black/african american/negro,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,30000,1
49,male,other asian or pacific islander,"associate's degree, type not specified",new york,wage/salary at non-profit,4,37000,0
53,female,white,master's degree,new york,local govt employee,40,12500,1
69,female,white,master's degree,new york,wage/salary at non-profit,35,56500,1
52,male,white,bachelor's degree,new york,"wage/salary, private",52,54000,0
16,male,white,grade 10,new york,"wage/salary, private",25,2200,0
36,female,other asian or pacific islander,bachelor's degree,new york,"wage/salary, private",52,92000,1
35,male,other asian or pacific islander,bachelor's degree,new york,"wage/salary, private",52,60000,0
32,female,white,bachelor's degree,new york,"wage/salary, private",52,55400,1
37,male,white,bachelor's degree,new york,"wage/salary, private",52,60000,0
56,female,white,"associate's degree, type not specified",new york,"wage/salary, private",52,65000,1
58,male,white,"some college, but less than 1 year",new york,"wage/salary, private",52,250000,0
56,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,110000,1
68,male,white,ged or alternative credential,new york,federal govt employee,52,47400,0
25,female,white,master's degree,new york,local govt employee,46,17000,1
25,male,white,bachelor's degree,new york,"wage/salary, private",40,20000,0
55,male,white,bachelor's degree,new york,"wage/salary, private",52,64200,0
50,male,white,regular high school diploma,new york,"wage/salary, private",52,75000,0
43,male,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,45000,0
42,female,black/african american/negro,bachelor's degree,new york,"wage/salary, private",52,60000,1
25,female,white,regular high school diploma,new york,"wage/salary, private",48,21700,1
65,female,white,regular high school diploma,new york,wage/salary at non-profit,8,17700,1
28,female,black/african american/negro,bachelor's degree,new york,"wage/salary, private",49,95000,1
32,male,white,regular high school diploma,new york,"self-employed, not incorporated",52,30000,0
32,male,white,regular high school diploma,new york,"self-employed, not incorporated",52,22900,0
56,male,white,doctoral degree,new york,wage/salary at non-profit,52,105000,0
55,female,white,master's degree,new york,local govt employee,52,145000,1
44,male,white,bachelor's degree,new york,"wage/salary, private",52,110000,0
42,female,white,master's degree,new york,wage/salary at non-profit,52,75000,1
50,female,white,master's degree,new york,"wage/salary, private",52,200000,1
50,male,white,regular high school diploma,new york,"wage/salary, private",24,40700,0
16,male,white,grade 11,new york,"wage/salary, private",16,300,0
23,male,"other race, nec","associate's degree, type not specified",new york,"wage/salary, private",52,36000,0
25,male,"other race, nec",bachelor's degree,new york,"wage/salary, private",52,36000,0
34,female,white,bachelor's degree,new york,"wage/salary, private",52,40000,1
28,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",35,16900,0
59,male,white,ged or alternative credential,new york,local govt employee,52,92000,0
63,male,white,regular high school diploma,new york,"wage/salary, private",52,23000,0
39,female,white,regular high school diploma,new york,"wage/salary, private",52,2100,1
46,male,white,"some college, but less than 1 year",new york,wage/salary at non-profit,52,60000,0
48,male,white,"associate's degree, type not specified",new york,"wage/salary, private",52,26000,0
49,female,white,bachelor's degree,new york,"wage/salary, private",52,113000,1
45,male,white,"some college, but less than 1 year",new york,"wage/salary, private",52,60000,0
18,male,white,"some college, but less than 1 year",new york,"wage/salary, private",52,12400,0
16,female,white,grade 11,new york,"wage/salary, private",12,900,1
53,male,white,"associate's degree, type not specified",new york,"wage/salary, private",52,91000,0
60,female,black/african american/negro,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,101000,1
23,male,white,bachelor's degree,new york,"wage/salary, private",38,60200,0
25,female,white,"12th grade, no diploma",new york,"wage/salary, private",35,4000,1
27,female,chinese,bachelor's degree,new york,"wage/salary, private",16,31600,1
27,male,two major races,bachelor's degree,new york,"wage/salary, private",28,42000,0
46,male,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,102060,0
32,male,white,ged or alternative credential,new york,"wage/salary, private",52,62000,0
31,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,53000,1
54,female,white,bachelor's degree,new york,"self-employed, not incorporated",36,77200,1
53,male,white,bachelor's degree,new york,"wage/salary, private",52,164150,0
24,female,white,regular high school diploma,new york,"wage/salary, private",52,3500,1
20,male,white,no schooling completed,new york,"wage/salary, private",52,40000,0
32,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,12500,1
45,male,white,master's degree,new york,"wage/salary, private",52,115000,0
45,female,white,master's degree,new york,wage/salary at non-profit,40,27000,1
41,male,white,bachelor's degree,new york,"wage/salary, private",52,665000,0
60,female,black/african american/negro,bachelor's degree,new york,wage/salary at non-profit,52,32000,1
69,male,black/african american/negro,bachelor's degree,new york,"wage/salary, private",52,49000,0
72,male,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,70000,0
64,female,white,regular high school diploma,new york,local govt employee,40,24800,1
70,male,white,bachelor's degree,new york,"wage/salary, private",52,93000,0
64,female,white,"associate's degree, type not specified",new york,"wage/salary, private",52,66000,1
30,female,other asian or pacific islander,bachelor's degree,new york,"wage/salary, private",52,41000,1
43,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,45000,1
50,male,"other race, nec",grade 1,new york,"wage/salary, private",52,24000,0
23,male,"other race, nec",grade 5,new york,"wage/salary, private",52,20000,0
58,female,black/african american/negro,bachelor's degree,new york,"wage/salary, private",52,60000,1
31,female,two major races,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,32000,1
34,male,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,40000,0
36,male,black/african american/negro,professional degree beyond a bachelor's degree,new york,"wage/salary, private",52,100000,0
33,female,white,bachelor's degree,new york,"wage/salary, private",52,40000,1
31,female,white,"some college, but less than 1 year",new york,"wage/salary, private",52,35000,1
42,female,white,"associate's degree, type not specified",new york,"wage/salary, private",52,27800,1
39,male,white,ged or alternative credential,new york,"self-employed, not incorporated",30,25200,0
48,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,25000,0
47,female,white,bachelor's degree,new york,"wage/salary, private",4,20000,1
18,female,white,"some college, but less than 1 year",new york,"wage/salary, private",2,2000,1
36,female,white,bachelor's degree,new york,"wage/salary, private",52,91000,1
65,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,20000,1
44,male,black/african american/negro,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,43000,0
42,female,black/african american/negro,"some college, but less than 1 year",new york,"wage/salary, private",52,52000,1
21,female,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,15000,1
26,male,white,bachelor's degree,new york,"wage/salary, private",52,200000,0
24,female,chinese,bachelor's degree,new york,"wage/salary, private",52,110000,1
70,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",24,64400,0
67,female,white,regular high school diploma,new york,"self-employed, incorporated",24,20300,1
57,male,white,bachelor's degree,new york,"wage/salary, private",52,634000,0
49,male,white,professional degree beyond a bachelor's degree,new york,wage/salary at non-profit,52,665000,0
65,female,black/african american/negro,grade 11,new york,"wage/salary, private",52,60000,1
37,female,two major races,regular high school diploma,new york,"wage/salary, private",52,24000,1
35,male,two major races,regular high school diploma,new york,"wage/salary, private",52,15000,0
63,female,white,"associate's degree, type not specified",new york,"wage/salary, private",16,29680,1
50,male,black/african american/negro,"associate's degree, type not specified",new york,"wage/salary, private",50,52000,0
27,female,white,bachelor's degree,new york,"wage/salary, private",46,14300,1
51,female,white,"some college, but less than 1 year",new york,"self-employed, not incorporated",52,17040,1
50,male,white,regular high school diploma,new york,"self-employed, not incorporated",52,33600,0
23,male,white,"associate's degree, type not specified",new york,"wage/salary, private",52,31000,0
52,female,white,"some college, but less than 1 year",new york,"wage/salary, private",52,16300,1
51,female,white,doctoral degree,new york,state govt employee,52,80000,1
18,male,other asian or pacific islander,regular high school diploma,new york,"wage/salary, private",52,8000,0
39,male,white,"12th grade, no diploma",new york,"wage/salary, private",52,22900,0
35,female,white,master's degree,new york,local govt employee,52,70000,1
67,female,white,master's degree,new york,wage/salary at non-profit,52,110900,1
32,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,10000,1
32,male,white,doctoral degree,new york,wage/salary at non-profit,52,100000,0
67,female,white,bachelor's degree,new york,state govt employee,52,45000,1
49,male,white,regular high school diploma,new york,"wage/salary, private",47,141000,0
49,female,white,regular high school diploma,new york,"wage/salary, private",52,61000,1
27,female,white,bachelor's degree,new york,"wage/salary, private",17,2000,1
22,male,white,bachelor's degree,new york,"wage/salary, private",40,48000,0
26,male,white,bachelor's degree,new york,"self-employed, not incorporated",52,120000,0
25,female,white,bachelor's degree,new york,"wage/salary, private",52,120000,1
29,male,white,bachelor's degree,new york,wage/salary at non-profit,52,36000,0
25,female,white,"some college, but less than 1 year",new york,"wage/salary, private",40,8000,1
40,female,white,"1 or more years of college credit, no degree",new york,"self-employed, incorporated",52,12000,1
70,female,white,grade 9,new york,wage/salary at non-profit,52,3100,1
47,female,white,regular high school diploma,new york,"wage/salary, private",52,35900,1
71,male,white,grade 8,new york,"self-employed, not incorporated",52,86200,0
71,female,white,grade 8,new york,"self-employed, incorporated",52,15000,1
37,female,american indian or alaska native,grade 8,new york,"self-employed, not incorporated",52,15000,1
42,male,white,regular high school diploma,new york,"wage/salary, private",52,30000,0
42,female,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,30000,1
83,male,white,"associate's degree, type not specified",new york,"self-employed, incorporated",24,104600,0
73,female,white,doctoral degree,new york,"self-employed, not incorporated",48,81000,1
19,male,three or more major races,"1 or more years of college credit, no degree",new york,"wage/salary, private",6,800,0
46,female,two major races,grade 3,new york,"wage/salary, private",44,26000,1
57,male,white,regular high school diploma,new york,"wage/salary, private",52,40000,0
36,female,white,ged or alternative credential,new york,"wage/salary, private",52,58000,1
45,female,white,bachelor's degree,new york,"wage/salary, private",52,45000,1
77,male,white,regular high school diploma,new york,"wage/salary, private",30,35400,0
69,female,white,master's degree,new york,"wage/salary, private",12,75700,1
71,male,white,"1 or more years of college credit, no degree",new york,"self-employed, not incorporated",52,121000,0
79,male,white,bachelor's degree,new york,"self-employed, not incorporated",52,22400,0
51,male,white,regular high school diploma,new york,local govt employee,52,50000,0
55,male,other asian or pacific islander,bachelor's degree,new york,federal govt employee,52,64000,0
45,female,other asian or pacific islander,bachelor's degree,new york,"wage/salary, private",52,18200,1
21,male,other asian or pacific islander,bachelor's degree,new york,"wage/salary, private",25,2500,0
42,female,white,master's degree,new york,"wage/salary, private",52,40000,1
42,male,black/african american/negro,"associate's degree, type not specified",new york,"wage/salary, private",52,65000,0
64,female,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,47000,1
26,male,black/african american/negro,"associate's degree, type not specified",new york,"wage/salary, private",52,31000,0
48,male,white,grade 11,new york,"wage/salary, private",52,40000,0
27,male,chinese,master's degree,new york,"wage/salary, private",12,1600,0
58,male,white,professional degree beyond a bachelor's degree,new york,"self-employed, incorporated",52,50000,0
55,female,white,professional degree beyond a bachelor's degree,new york,"self-employed, incorporated",52,150000,1
45,male,white,master's degree,new york,"wage/salary, private",52,80000,0
19,female,white,"1 or more years of college credit, no degree",new york,local govt employee,10,1200,1
60,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,100000,0
53,female,white,bachelor's degree,new york,"wage/salary, private",52,110000,1
57,male,white,bachelor's degree,new york,local govt employee,52,73700,0
19,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",4,1500,1
43,male,white,"some college, but less than 1 year",new york,"self-employed, not incorporated",52,58800,0
42,female,white,bachelor's degree,new york,state govt employee,52,98000,1
25,male,white,"associate's degree, type not specified",new york,"wage/salary, private",52,30000,0
61,female,white,"some college, but less than 1 year",new york,local govt employee,52,45000,1
63,male,white,"some college, but less than 1 year",new york,"self-employed, incorporated",52,43000,0
48,male,white,bachelor's degree,new york,wage/salary at non-profit,52,52000,0
46,female,white,master's degree,new york,local govt employee,52,79000,1
19,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",20,3000,1
16,male,white,grade 10,new york,"wage/salary, private",30,10000,0
54,male,black/african american/negro,professional degree beyond a bachelor's degree,new york,"self-employed, not incorporated",52,48000,0
53,female,black/african american/negro,bachelor's degree,new york,"wage/salary, private",52,90000,1
65,female,white,bachelor's degree,new york,wage/salary at non-profit,5,28000,1
29,female,black/african american/negro,"associate's degree, type not specified",new york,"wage/salary, private",8,8000,1
72,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,90000,0
53,female,white,regular high school diploma,new york,"wage/salary, private",52,58000,1
58,male,white,regular high school diploma,new york,federal govt employee,52,66600,0
56,female,white,"associate's degree, type not specified",new york,local govt employee,52,40900,1
57,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,45000,0
20,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",48,13000,1
76,male,white,regular high school diploma,new york,"wage/salary, private",52,59300,0
42,female,white,"some college, but less than 1 year",new york,"wage/salary, private",52,26600,1
49,female,white,bachelor's degree,new york,"wage/salary, private",52,100000,1
41,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,170000,0
64,female,white,bachelor's degree,new york,wage/salary at non-profit,52,119000,1
35,male,white,grade 9,new york,"wage/salary, private",52,30000,0
65,female,black/african american/negro,"some college, but less than 1 year",new york,"wage/salary, private",52,80000,1
34,female,white,regular high school diploma,new york,"wage/salary, private",41,11000,1
60,male,"other race, nec",grade 10,new york,"wage/salary, private",52,45000,0
60,female,"other race, nec",no schooling completed,new york,wage/salary at non-profit,52,25000,1
40,male,"other race, nec",regular high school diploma,new york,"wage/salary, private",50,30000,0
27,female,"other race, nec",regular high school diploma,new york,local govt employee,52,73000,1
18,female,"other race, nec",grade 11,new york,"wage/salary, private",40,4500,1
38,female,"other race, nec",grade 3,new york,"wage/salary, private",52,23000,1
31,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,50000,0
55,male,white,regular high school diploma,new york,"wage/salary, private",52,25020,0
41,female,white,master's degree,new york,local govt employee,45,75000,1
41,male,white,master's degree,new york,local govt employee,45,145000,0
46,male,chinese,master's degree,new york,"wage/salary, private",52,71000,0
38,female,chinese,bachelor's degree,new york,wage/salary at non-profit,30,6000,1
52,male,white,bachelor's degree,new york,"wage/salary, private",51,152800,0
55,female,white,regular high school diploma,new york,"wage/salary, private",30,25000,1
66,female,chinese,professional degree beyond a bachelor's degree,new york,wage/salary at non-profit,52,110500,1
67,male,white,master's degree,new york,"wage/salary, private",52,166800,0
66,female,white,master's degree,new york,local govt employee,12,50600,1
39,male,white,regular high school diploma,new york,"wage/salary, private",52,24000,0
42,female,white,regular high school diploma,new york,federal govt employee,16,6000,1
32,female,two major races,bachelor's degree,new york,state govt employee,52,27000,1
36,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,37600,0
64,male,white,regular high school diploma,new york,"wage/salary, private",52,72600,0
41,male,white,ged or alternative credential,new york,"wage/salary, private",52,50000,0
35,male,white,regular high school diploma,new york,"wage/salary, private",15,2400,0
35,female,white,master's degree,new york,wage/salary at non-profit,48,100000,1
60,female,white,bachelor's degree,new york,"wage/salary, private",52,28100,1
69,male,white,master's degree,new york,"wage/salary, private",52,285000,0
70,female,white,regular high school diploma,new york,"wage/salary, private",52,30000,1
64,female,white,regular high school diploma,new york,"wage/salary, private",52,39500,1
52,male,other asian or pacific islander,regular high school diploma,new york,"self-employed, not incorporated",52,16000,0
49,female,other asian or pacific islander,regular high school diploma,new york,"wage/salary, private",30,12000,1
25,male,other asian or pacific islander,bachelor's degree,new york,"wage/salary, private",52,20000,0
21,female,other asian or pacific islander,regular high school diploma,new york,"wage/salary, private",25,8000,1
20,male,other asian or pacific islander,regular high school diploma,new york,"wage/salary, private",6,1000,0
69,male,white,master's degree,new york,wage/salary at non-profit,52,152000,0
69,female,white,master's degree,new york,state govt employee,52,136000,1
66,male,white,master's degree,new york,"wage/salary, private",52,250000,0
59,male,white,bachelor's degree,new york,"wage/salary, private",52,146000,0
64,female,white,regular high school diploma,new york,"wage/salary, private",52,28400,1
51,male,white,bachelor's degree,new york,"wage/salary, private",52,50000,0
51,male,two major races,regular high school diploma,new york,"wage/salary, private",52,66000,0
16,male,two major races,grade 10,new york,"wage/salary, private",13,1600,0
49,female,chinese,regular high school diploma,new york,"wage/salary, private",52,40000,1
33,male,two major races,grade 7,new york,"wage/salary, private",52,32000,0
65,female,white,master's degree,new york,local govt employee,5,8000,1
68,male,white,bachelor's degree,new york,federal govt employee,52,88400,0
35,male,white,bachelor's degree,new york,"wage/salary, private",52,50000,0
37,male,white,professional degree beyond a bachelor's degree,new york,"wage/salary, private",17,260000,0
38,female,white,master's degree,new york,"self-employed, incorporated",52,50000,1
50,male,white,"1 or more years of college credit, no degree",new york,local govt employee,52,200000,0
50,female,white,"some college, but less than 1 year",new york,"wage/salary, private",26,14000,1
22,male,black/african american/negro,"some college, but less than 1 year",new york,"wage/salary, private",1,10500,0
45,male,white,doctoral degree,new york,"wage/salary, private",42,110000,0
69,female,white,regular high school diploma,new york,"wage/salary, private",44,84300,1
31,male,white,ged or alternative credential,new york,"wage/salary, private",40,16900,0
54,female,white,"some college, but less than 1 year",new york,"wage/salary, private",52,369000,1
60,male,white,regular high school diploma,new york,local govt employee,52,130000,0
27,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,23000,0
24,female,white,bachelor's degree,new york,"wage/salary, private",25,2000,1
18,female,white,grade 11,new york,"wage/salary, private",52,3600,1
48,female,white,bachelor's degree,new york,"wage/salary, private",52,57000,1
45,male,white,regular high school diploma,new york,"self-employed, not incorporated",52,35000,0
22,male,white,regular high school diploma,new york,"wage/salary, private",52,10000,0
43,male,black/african american/negro,"some college, but less than 1 year",new york,wage/salary at non-profit,52,30000,0
41,female,black/african american/negro,"associate's degree, type not specified",new york,local govt employee,52,20000,1
46,male,white,professional degree beyond a bachelor's degree,new york,local govt employee,52,144000,0
62,male,white,"associate's degree, type not specified",new york,local govt employee,52,79000,0
56,female,white,master's degree,new york,"wage/salary, private",52,79000,1
22,female,white,bachelor's degree,new york,"wage/salary, private",28,36900,1
61,female,white,"some college, but less than 1 year",new york,"self-employed, not incorporated",40,189400,1
64,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",50,68600,0
59,female,"other race, nec","1 or more years of college credit, no degree",new york,wage/salary at non-profit,52,42300,1
35,female,"other race, nec",master's degree,new york,"wage/salary, private",52,87400,1
40,male,"other race, nec",regular high school diploma,new york,"wage/salary, private",52,44400,0
35,female,white,"associate's degree, type not specified",new york,wage/salary at non-profit,52,35010,1
36,male,white,regular high school diploma,new york,"wage/salary, private",52,60000,0
33,female,white,"associate's degree, type not specified",new york,wage/salary at non-profit,52,31000,1
38,female,white,"associate's degree, type not specified",new york,"wage/salary, private",52,64600,1
73,male,white,professional degree beyond a bachelor's degree,new york,"self-employed, incorporated",52,817000,0
33,female,white,bachelor's degree,new york,"wage/salary, private",52,55000,1
32,male,white,regular high school diploma,new york,"wage/salary, private",52,58000,0
54,female,white,"associate's degree, type not specified",new york,"wage/salary, private",32,22200,1
18,male,white,regular high school diploma,new york,"wage/salary, private",8,1600,0
47,female,white,bachelor's degree,new york,state govt employee,52,20000,1
47,male,white,"1 or more years of college credit, no degree",new york,"self-employed, not incorporated",52,65000,0
20,female,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,25000,1
17,female,white,grade 11,new york,"wage/salary, private",6,500,1
80,male,white,regular high school diploma,new york,"wage/salary, private",52,62300,0
58,female,black/african american/negro,bachelor's degree,new york,"self-employed, not incorporated",52,950,1
32,male,white,bachelor's degree,new york,"wage/salary, private",52,50000,0
31,female,white,bachelor's degree,new york,"wage/salary, private",52,85000,1
54,female,white,master's degree,new york,wage/salary at non-profit,52,128130,1
25,male,white,"some college, but less than 1 year",new york,"wage/salary, private",52,28800,0
